CPU	 1	 0
CPU	 3	 0
CPU	 5	 0
CPU	 7	 0
CPU	 9	 0
CPU	 11	 0
CPU	 13	 0
CPU	 15	 0
CPU	 17	 0
CPU	 19	 0
CPU	 21	 0
CPU	 23	 0.016675
CPU	 25	 0
CPU	 27	 0
CPU	 29	 0
CPU	 31	 0
CPU	 33	 0
CPU	 35	 0
CPU	 37	 0
CPU	 39	 0
CPU	 41	 0
CPU	 43	 0
CPU	 45	 0
CPU	 47	 0
CPU	 49	 0
IO	 0	 95.3
IO	 2	 95.3333
IO	 4	 95.35
IO	 6	 95.3667
IO	 8	 95.3833
IO	 10	 95.4
IO	 12	 95.4
IO	 14	 95.4
IO	 16	 95.4167
IO	 18	 95.4334
IO	 20	 95.4333
IO	 22	 95.4333
IO	 24	 95.4333
IO	 26	 95.45
IO	 28	 95.4334
IO	 30	 95.4167
IO	 32	 95.4333
IO	 34	 95.4167
IO	 36	 95.4167
IO	 38	 95.4167
IO	 40	 95.4
IO	 42	 95.3833
IO	 44	 95.3667
IO	 46	 95.3667
IO	 48	 95.35
