CPU	 1	 0
CPU	 3	 0
CPU	 5	 0
CPU	 7	 0
CPU	 9	 0
CPU	 11	 0
CPU	 13	 0
CPU	 15	 0
CPU	 17	 0
CPU	 19	 0
CPU	 21	 0
CPU	 23	 0
CPU	 25	 0
CPU	 27	 0
CPU	 29	 0.01665
CPU	 31	 0
CPU	 33	 0
CPU	 35	 0
CPU	 37	 0.01665
CPU	 39	 0
CPU	 41	 0
CPU	 43	 0
CPU	 45	 0
CPU	 47	 0
CPU	 49	 0.01665
CPU	 51	 0.016675
CPU	 53	 0
CPU	 55	 0
CPU	 57	 0
CPU	 59	 0
CPU	 61	 0
CPU	 63	 0.01665
CPU	 65	 0
CPU	 67	 0
CPU	 69	 0.016675
CPU	 71	 0
CPU	 73	 0.016675
CPU	 75	 0.016675
CPU	 77	 0
CPU	 79	 0
CPU	 81	 0
CPU	 83	 0
CPU	 85	 0
CPU	 87	 0
CPU	 89	 0
CPU	 91	 0.016675
CPU	 93	 0.016675
CPU	 95	 0.01665
CPU	 97	 0
CPU	 99	 0.016675
IO	 0	 99.2833
IO	 2	 99.3333
IO	 4	 99.3667
IO	 6	 99.4
IO	 8	 99.4333
IO	 10	 99.4833
IO	 12	 99.5
IO	 14	 99.5333
IO	 16	 99.5666
IO	 18	 99.6
IO	 20	 99.6167
IO	 22	 99.65
IO	 24	 99.6667
IO	 26	 99.6833
IO	 28	 99.7
IO	 30	 99.7167
IO	 32	 99.75
IO	 34	 99.75
IO	 36	 99.7666
IO	 38	 99.7667
IO	 40	 99.7833
IO	 42	 99.7833
IO	 44	 99.7833
IO	 46	 99.8
IO	 48	 99.8
IO	 50	 99.8
IO	 52	 99.8
IO	 54	 99.8166
IO	 56	 99.8
IO	 58	 99.8
IO	 60	 99.8
IO	 62	 99.7833
IO	 64	 99.7667
IO	 66	 99.75
IO	 68	 99.75
IO	 70	 99.7333
IO	 72	 99.7
IO	 74	 99.7
IO	 76	 99.6833
IO	 78	 99.65
IO	 80	 99.6333
IO	 82	 99.6
IO	 84	 99.5833
IO	 86	 99.55
IO	 88	 99.5167
IO	 90	 99.4834
IO	 92	 99.4667
IO	 94	 99.4333
IO	 96	 99.3833
IO	 98	 99.35
