CPU	 1	 0
CPU	 3	 0
CPU	 5	 0
CPU	 7	 0
CPU	 9	 0
CPU	 11	 0.016675
CPU	 13	 0
CPU	 15	 0
CPU	 17	 0
CPU	 19	 0
CPU	 21	 0
CPU	 23	 0
CPU	 25	 0
CPU	 27	 0
CPU	 29	 0.01665
CPU	 31	 0
CPU	 33	 0
CPU	 35	 0
CPU	 37	 0.01665
CPU	 39	 0.016675
CPU	 41	 0
CPU	 43	 0
CPU	 45	 0
CPU	 47	 0.016675
CPU	 49	 0.01665
IO	 0	 49.7
IO	 2	 49.7333
IO	 4	 49.75
IO	 6	 49.7667
IO	 8	 49.7833
IO	 10	 49.8
IO	 12	 49.8
IO	 14	 49.8167
IO	 16	 49.8167
IO	 18	 49.8333
IO	 20	 49.8334
IO	 22	 49.85
IO	 24	 49.8333
IO	 26	 49.85
IO	 28	 49.8333
IO	 30	 49.8334
IO	 32	 49.8334
IO	 34	 49.8333
IO	 36	 49.8167
IO	 38	 49.8
IO	 40	 49.8
IO	 42	 49.7833
IO	 44	 49.7667
IO	 46	 49.75
IO	 48	 49.7333
