CPU	 1	 0
CPU	 5	 0.016675
CPU	 7	 0
CPU	 13	 0
CPU	 9	 0
CPU	 11	 0
CPU	 3	 0
CPU	 15	 0.016675
CPU	 17	 0.016675
CPU	 19	 0
CPU	 21	 0.01665
CPU	 23	 0
CPU	 25	 0
CPU	 27	 0
CPU	 29	 0
CPU	 31	 0
CPU	 33	 0
CPU	 35	 0.016675
CPU	 39	 0
CPU	 37	 0
CPU	 41	 0
CPU	 43	 0
CPU	 49	 0
CPU	 47	 0
CPU	 45	 0.016675
IO	 40	 46.0167
IO	 16	 46.6667
IO	 2	 46.65
IO	 48	 46.5833
IO	 44	 46.7833
IO	 20	 47.1666
IO	 38	 47.1
IO	 0	 47.2334
IO	 36	 47.1167
IO	 42	 47.1166
IO	 34	 47.15
IO	 22	 47.2667
IO	 10	 47.2833
IO	 8	 47.2833
IO	 4	 47.3167
IO	 32	 47.2666
IO	 18	 47.3167
IO	 12	 47.3333
IO	 28	 47.2833
IO	 14	 47.3667
IO	 6	 47.3833
IO	 24	 47.3833
IO	 30	 47.3833
IO	 26	 47.4
IO	 46	 47.3167
