CPU	 1	 0
CPU	 3	 0
CPU	 5	 0
CPU	 7	 0
CPU	 9	 0
CPU	 11	 0
CPU	 13	 0
CPU	 15	 0
CPU	 21	 0
CPU	 17	 0
CPU	 19	 0
CPU	 23	 0.016675
CPU	 25	 0
CPU	 27	 0
CPU	 31	 0
CPU	 29	 0
CPU	 33	 0
CPU	 35	 0
CPU	 39	 0.016675
CPU	 37	 0
CPU	 43	 0
CPU	 41	 0
CPU	 49	 0.01665
CPU	 45	 0
CPU	 47	 0
CPU	 51	 0
CPU	 55	 0.01665
CPU	 53	 0
CPU	 57	 0
CPU	 61	 0
CPU	 59	 0.016675
CPU	 67	 0
CPU	 69	 0
CPU	 63	 0
CPU	 65	 0.01665
CPU	 71	 0
CPU	 73	 0.016675
CPU	 77	 0.016675
CPU	 75	 0.016675
CPU	 79	 0.016675
CPU	 81	 0
CPU	 83	 0
CPU	 85	 0.016675
CPU	 87	 0
CPU	 93	 0.01665
CPU	 91	 0
CPU	 89	 0
CPU	 95	 0.03335
CPU	 97	 0.016675
CPU	 99	 0.01665
IO	 62	 291.967
IO	 6	 292.95
IO	 24	 293.017
IO	 16	 293.783
IO	 64	 293.45
IO	 14	 294.067
IO	 34	 294.133
IO	 84	 293.767
IO	 10	 294.5
IO	 12	 294.533
IO	 22	 294.567
IO	 42	 294.467
IO	 30	 294.65
IO	 26	 294.783
IO	 46	 294.483
IO	 4	 294.817
IO	 66	 294.533
IO	 70	 294.517
IO	 48	 294.683
IO	 20	 294.967
IO	 92	 294.267
IO	 44	 294.8
IO	 18	 295
IO	 60	 294.733
IO	 74	 294.6
IO	 76	 294.617
IO	 96	 294.283
IO	 94	 294.4
IO	 86	 294.55
IO	 38	 295.1
IO	 8	 295.2
IO	 80	 294.667
IO	 50	 295.033
IO	 68	 294.817
IO	 28	 295.217
IO	 32	 295.283
IO	 52	 295.133
IO	 36	 295.267
IO	 78	 294.85
IO	 2	 295.417
IO	 98	 294.467
IO	 40	 295.233
IO	 0	 295.467
IO	 72	 295.033
IO	 82	 294.817
IO	 56	 295.2
IO	 58	 295.167
IO	 88	 294.783
IO	 54	 295.2
IO	 90	 294.767
